spanish,english,POS,lemma,lemma_valid
"el, la",the,DET,Too many tokens,False
"ella, ellas","she,&nbsp;them (f)",PRON,Too many tokens,False
ello,it (subj-n),PRON,él,True
eso,that (pron),PRON,ese,True
"éste, ésta",this one,PRON,Too many tokens,False
esto,this (pron),PRON,este,True
la,3rd person dir obj-f,PRON,No examples found,False
le,3rd person indir obj,PRON,él,True
lo,3rd person dir obj-m,PRON,él,True
me [also mí],me (pron),PRON,Too many tokens,False
mí [also me],me (pron),PRON,Too many tokens,False
nada,"nothing, not at all",PRON,nada,True
nadie,"nobody, anybody",PRON,nadie,True
nos,us,PRON,yo,True
nosotros,we,PRON,yo,True
qué,"what?, which?, how (adj)!",ADJ,ChatGPT doesn't think this is a valid POS tag,False
quien,"who, whom",PRON,quien,True
quién,"who?, whom?",PRON,quién,True
se,"oneself, self",PRON,él,True
usted,you (subj formal),PRON,usted,True
yo,I (pron),PRON,yo,True
abrir,to open,VERB,abrir,True
acabar,to have just,VERB,acabar,True
aceptar,to accept,VERB,aceptar,True
acercar,to come near,VERB,acercar,True
alcanzar,"to reach, catch up with",VERB,alcanzar,True
aparecer,to appear,VERB,aparecer,True
aprender,to learn,VERB,aprender,True
ayudar,to help,VERB,ayudar,True
buscar,to look for,VERB,buscar,True
caer,to fall,VERB,caer,True
cambiar,to change,VERB,cambiar,True
cerrar,to close,VERB,cerrar,True
comenzar,"to begin, start [also empezar]",VERB,comenzar,True
comer,to eat,VERB,comer,True
comprar,to buy,VERB,comprar,True
comprender,to understand [also entender],VERB,comprender,True
conocer,to know (someone or place),VERB,conocer,True
conseguir,"to get, acheive",VERB,conseguir,True
considerar,to consider,VERB,considerar,True
contar,"to tell, count",VERB,contar,True
continuar,to continue,VERB,continuar,True
convertir,"to convert, change, become",VERB,convertir,True
correr,to run,VERB,correr,True
crear,to create,VERB,crear,True
creer,"to believe, think",VERB,creer,True
cumplir,to fulfill,VERB,cumplir,True
dar,to give,VERB,dar,True
decidir,to decide,VERB,decidir,True
decir,"to tell, say",VERB,decir,True
dedicar,"to dedicate, devote",VERB,dedicar,True
dejar,"to let, leave",VERB,dejar,True
desarrollar,to develop,VERB,desarrollar,True
descubrir,to discover,VERB,descubrir,True
detener,"to stop, detain",VERB,detener,True
dirigir,"to direct, manage",VERB,dirigir,True
echar,to throw,VERB,echar,True
elegir,"to choose, elect",VERB,elegir,True
empezar,"to begin, start [also comenzar]",VERB,empezar,True
encontrar,to find,VERB,encontrar,True
entender,to understand [also comprender],VERB,entender,True
entrar,to enter,VERB,entrar,True
escribir,to write,VERB,escribir,True
escuchar,to listen to,VERB,escuchar,True
esperar,"to wait, hope for, expect",VERB,esperar,True
estar,"to be (location, change from norm)",VERB,No examples found,False
estudiar,to study,VERB,estudiar,True
evitar,"to avoid, prevent [also prevenir]",VERB,evitar,True
existir,to exist,VERB,existir,True
explicar,to explain,VERB,explicar,True
fijar,"to set, fix, [se] notice",VERB,fijar,True
formar,to form,VERB,formar,True
ganar,"to win, earn",VERB,ganar,True
gustar,to be pleasing to,VERB,gustar,True
haber,to have (aux v),VERB,haber,True
hablar,"to speak, talk",VERB,hablar,True
hacer,"to do, to make",VERB,hacer,True
imaginar,to imagine,VERB,imaginar,True
importar,"to matter, import",VERB,importar,True
indicar,to indicate,VERB,indicar,True
intentar,"to try, attempt",VERB,intentar,True
interesar,to interest,VERB,interesar,True
ir,to go,VERB,ir,True
jugar,to play (sport/game),VERB,jugar,True
leer,to read,VERB,leer,True
levantar,"to raise, lift",VERB,levantar,True
llamar,"to call, name [also denominar]",VERB,llamar,True
llegar,to arrive,VERB,llegar,True
llevar,"to take, carry",VERB,llevar,True
lograr,"to get, to manage to (do something)",VERB,lograr,True
mantener,"to keep, maintain",VERB,mantener,True
mirar,"to look, watch",VERB,mirar,True
morir,to die,VERB,morir,True
mostrar,to show,VERB,mostrar,True
mover,"to move, incite",VERB,mover,True
nacer,to be born,VERB,nacer,True
necesitar,to need,VERB,necesitar,True
observar,"to observe, to notice",VERB,observar,True
obtener,to obtain,VERB,obtener,True
ocupar,"to occupy, use",VERB,ocupar,True
ocurrir,"to happen, occur",VERB,ocurrir,True
ofrecer,"to offer, present",VERB,ofrecer,True
oír,to hear,VERB,oír,True
olvidar,to forget,VERB,olvidar,True
pagar,to pay,VERB,pagar,True
partir,"to leave, split",VERB,partir,True
pasar,"to pass, spend time",VERB,pasar,True
pedir,"to ask for, request",VERB,pedir,True
pensar,to think,VERB,pensar,True
perder,"to lose, miss",VERB,perder,True
permitir,"to allow, permit",VERB,permitir,True
poder,power (nm),NOUN,poder,True
poner,to put on,VERB,poner,True
preguntar,to ask a question,VERB,preguntar,True
preparar,to prepare,VERB,preparar,True
presentar,"to introduce, present",VERB,presentar,True
producir,"to produce, cause",VERB,producir,True
proponer,to propose,VERB,proponer,True
quedar,"to remain, stay",VERB,quedar,True
querer,"to want, love",VERB,querer,True
realizar,"to fulfill, carry out",VERB,realizar,True
recibir,to receive,VERB,recibir,True
reconocer,"to recognize, admit",VERB,reconocer,True
recordar [also acordar],"to remember, remind",VERB,Too many tokens,False
referir,"to refer to, tell",VERB,referir,True
repetir,to repeat,VERB,repetir,True
responder,"to answer, respond",VERB,responder,True
resultar,"to result, turn out",VERB,resultar,True
sacar,to take out,VERB,sacar,True
salir,to leave [also partir],VERB,salir,True
seguir,"to follow, to go on",VERB,seguir,True
señalar,"to point out, signal",VERB,señalar,True
ser,being (nm),NOUN,ChatGPT doesn't think this is a valid POS tag,False
servir,to serve,VERB,servir,True
soler,to be accustomed to [also acostumbrar],VERB,No examples found,False
subir,to go up,VERB,subir,True
suceder,to happen,VERB,suceder,True
sufrir,"to suffer, undergo",VERB,sufrir,True
suponer,"to suppose, assume",VERB,suponer,True
tener,to have,VERB,tener,True
terminar,"to finish, end",VERB,terminar,True
tocar,"to touch, play an instrument",VERB,tocar,True
tomar,"to take, drink",VERB,tomar,True
trabajar,to work,VERB,trabajar,True
traer,"to bring, carry",VERB,traer,True
tratar,"to try, treat, deal with",VERB,tratar,True
usar,to use,VERB,usar,True
utilizar,"to use, utilize",VERB,utilizar,True
valer,"to be worth, cost",VERB,valer,True
venir,to come,VERB,venir,True
ver,to see,VERB,ver,True
vivir,to live,VERB,vivir,True
volver,"to turn, to turn over, to return to a place",VERB,volver,True
accesible,accessible,ADJ,accesible,True
acelerado,"accelerated, quick",ADJ,acelerado,True
acomodado,"well-to-do, suitable",ADJ,acomodado,True
afín,"related, similar",ADJ,afín,True
afortunado,fortunate,ADJ,afortunado,True
alarmante,alarming,ADJ,alarmante,True
andaluz,Andalusian,ADJ,andaluz,True
angustiado,"anguished, distressed",ADJ,angustiado,True
angustioso,distressing,ADJ,angustioso,True
aplastado,"crushed, flattened",ADJ,aplastado,True
árido,"arid, dry",ADJ,árido,True
asombrado,"amazed, bewildered",ADJ,asombrado,True
atroz,atrocious,ADJ,atroz,True
bancario,"bank, banking",ADJ,bancario,True
bélico,warlike,ADJ,bélico,True
bendito,blessed,ADJ,bendito,True
bíblico,biblical,ADJ,bíblico,True
callejero,of the street,ADJ,callejero,True
caprichoso,"capricious, whimsical",ADJ,caprichoso,True
carente,"lacking, devoid",ADJ,carente,True
cerebral,cerebral,ADJ,cerebral,True
clínico,clinical,ADJ,clínico,True
colombiano,Colombian,ADJ,colombiano,True
colorado,"red, colored",ADJ,colorado,True
combinado,combined,ADJ,combinado,True
comprensivo,understanding (adj),ADJ,comprensivo,True
confundido,confused,ADJ,confundido,True
congelado,frozen,ADJ,congelado,True
constructivo,constructive,ADJ,constructivo,True
contundente,"decisive, blunt, forceful",ADJ,contundente,True
cordial,"cordial, friendly",ADJ,cordial,True
corporal,"of the body, corporal",ADJ,corporal,True
crónico,chronic,ADJ,crónico,True
decente,"respectable, decent",ADJ,decente,True
desconcertado,"disoriented, disconcerted",ADJ,desconcertado,True
eclesiástico,ecclesiastical,ADJ,eclesiástico,True
educado,educated,ADJ,educado,True
elocuente,eloquent,ADJ,elocuente,True
entusiasta,enthusiastic,ADJ,entusiasta,True
esporádico,sporadic,ADJ,esporádico,True
estadístico,statistical,ADJ,estadístico,True
exento,"exempt, free",ADJ,exento,True
extra,extra,ADJ,extra,True
fértil,"fertile, rich",ADJ,fértil,True
frívolo,"trivial, frivolous",ADJ,No examples found,False
frontal,frontal,ADJ,frontal,True
geométrico,geometric,ADJ,geométrico,True
grotesco,"grotesque, ridiculous",ADJ,grotesco,True
guerrero,"warrior, warlike (adj)",ADJ,ChatGPT doesn't think this is a valid POS tag,False
hispano,Hispanic,ADJ,hispano,True
ilegal,illegal,ADJ,ilegal,True
ilimitado,unlimited,ADJ,ilimitado,True
impecable,"impeccable, faultless",ADJ,impecable,True
implacable,"relentless, implacable",ADJ,implacable,True
imponente,"impressive, magnificent",ADJ,imponente,True
importado,imported,ADJ,importado,True
impreciso,imprecise,ADJ,impreciso,True
inestable,"unstable, unsteady",ADJ,inestable,True
inexistente,non-existent,ADJ,inexistente,True
informativo,informative,ADJ,informativo,True
ingenioso,"ingenious, clever",ADJ,ingenioso,True
inseguro,"unsure, unsafe",ADJ,inseguro,True
inseparable,inseparable,ADJ,inseparable,True
institucional,institutional,ADJ,institucional,True
íntegro,"whole, entire, honest",ADJ,íntegro,True
involuntario,involuntary,ADJ,involuntario,True
irónico,"ironic, mocking",ADJ,irónico,True
irreal,unreal,ADJ,irreal,True
irreversible,irreversible,ADJ,irreversible,True
laborioso,"laborious, industrious",ADJ,laborioso,True
larguísimo,very long,ADJ,larguísimo,True
llano,"flat, level, plain",ADJ,llano,True
maligno,"evil, malignant",ADJ,maligno,True
marrón,brown,ADJ,marrón,True
melancólico,melancholy,ADJ,melancólico,True
minúsculo,"minute, insignificant",ADJ,minúsculo,True
mismísimo,very same,ADJ,mismísimo,True
místico,mystical,ADJ,místico,True
monstruoso,monstrous,ADJ,monstruoso,True
monumental,monumental,ADJ,monumental,True
móvil,mobile,ADJ,móvil,True
neutro,neutral,ADJ,neutro,True
nítido,"clear, clean, neat",ADJ,nítido,True
nulo,"void, null",ADJ,nulo,True
ocasional,"occasional, random",ADJ,ocasional,True
parlamentario,parliamentary,ADJ,parlamentario,True
paterno,paternal,ADJ,paterno,True
patriótico,patriotic,ADJ,patriótico,True
pedagógico,"pedagogical, teaching",ADJ,pedagógico,True
pequeñito,"very small, tiny",ADJ,pequeñito,True
persistente,persistent,ADJ,persistente,True
piadoso,"pious, devout, merciful",ADJ,piadoso,True
prematuro,premature,ADJ,prematuro,True
prestigioso,prestigious,ADJ,prestigioso,True
presunto,"alleged, presumed",ADJ,presunto,True
previsible,foreseeable,ADJ,previsible,True
prodigioso,"prodigious, famous",ADJ,prodigioso,True
productivo,"productive, profitable",ADJ,productivo,True
provincial,provincial,ADJ,provincial,True
recíproco,reciprocal,ADJ,recíproco,True
rítmico,rhythmic,ADJ,rítmico,True
robusto,"strong, robust, sturdy",ADJ,robusto,True
rudo,"rude, crude, coarse",ADJ,rudo,True
sabroso,"delicious, tasty",ADJ,sabroso,True
secular,"secular, lay",ADJ,secular,True
séptimo,seventh,ADJ,séptimo,True
simultáneo,simultaneous,ADJ,simultáneo,True
siniestro,sinister,ADJ,siniestro,True
sintético,synthetic,ADJ,sintético,True
soberano,"sovereign, self-assured",ADJ,soberano,True
soberbio,"proud, arrogant [also orgulloso]",ADJ,soberbio,True
sofisticado,sophisticated,ADJ,sofisticado,True
sonriente,smiling,ADJ,sonriente,True
subjetivo,subjective,ADJ,subjetivo,True
sumido,"sunken, drowned",ADJ,sumido,True
terrestre,"earthly, of the earth",ADJ,terrestre,True
trascendental,"momentous, transcendental",ADJ,trascendental,True
trascendente,transcendent,ADJ,trascendente,True
trasero,"behind, back",ADJ,trasero,True
triple,triple,ADJ,No examples found,False
turístico,tourist (adj),ADJ,turístico,True
usual,"normal, usual",ADJ,usual,True
vertiginoso,dizzying,ADJ,vertiginoso,True
vigoroso,"vigorous, strong",ADJ,vigoroso,True
vulnerable,vulnerable,ADJ,vulnerable,True
abiertamente,openly,ADV,abiertamente,True
brevemente,briefly,ADV,brevemente,True
debidamente,"properly, duly",ADV,debidamente,True
duramente,"harshly, severely",ADV,duramente,True
económicamente,economically,ADV,económicamente,True
esencialmente,essentially,ADV,esencialmente,True
espontáneamente,spontaneously,ADV,espontáneamente,True
firmemente,firmly,ADV,firmemente,True
inicialmente,initially,ADV,inicialmente,True
largamente,"for a long time, at length",ADV,largamente,True
mentalmente,mentally,ADV,mentalmente,True
oficialmente,officially,ADV,oficialmente,True
parcialmente,partially,ADV,parcialmente,True
públicamente,"publicly, in public",ADV,públicamente,True
terriblemente,terribly,ADV,terriblemente,True
tradicionalmente,traditionally,ADV,tradicionalmente,True
viceversa,vice versa,ADV,No examples found,False
voluntariamente,voluntarily,ADV,voluntariamente,True
hola,"hello, hi",INTJ,No examples found,False
fiscal,"district attorney, prosecutor (nc)",NOUN,fiscal,True
gigante,giant (nc),NOUN,gigante,True
idiota,"idiot, dunce",NOUN,idiota,True
inmigrante,immigrant,NOUN,inmigrante,True
intérprete,"performer, interpreter",NOUN,intérprete,True
mortal,mortal (nc),NOUN,No examples found,False
abeja,bee,NOUN,abeja,True
abstracción,abstraction,NOUN,abstracción,True
acera,sidewalk,NOUN,acera,True
actriz,actress,NOUN,actriz,True
adhesión,adherence,NOUN,adhesión,True
agonía,"agony, grief",NOUN,agonía,True
agresividad,aggressiveness,NOUN,agresividad,True
almohada,pillow,NOUN,almohada,True
ampliación,"enlargement, extension",NOUN,ampliación,True
antena,antenna,NOUN,antena,True
araña,spider,NOUN,araña,True
audacia,"boldness, audacity",NOUN,audacia,True
autopista,"freeway, motorway",NOUN,autopista,True
bahía,bay,NOUN,bahía,True
balanza,"balance, (measuring) scale",NOUN,balanza,True
batería,"battery, gun deck",NOUN,batería,True
bodega,"cellar, pantry, warehouse",NOUN,bodega,True
caballería,"cavalry, knighthood",NOUN,caballería,True
cabina,"cabin, cockpit",NOUN,cabina,True
cabra,goat,NOUN,cabra,True
cal,"lime, whitewash",NOUN,cal,True
cautela,caution,NOUN,cautela,True
cera,wax,NOUN,cera,True
clientela,"customers, clients",NOUN,clientela,True
complejidad,complexity,NOUN,complejidad,True
complicidad,"involvement, complicity",NOUN,complicidad,True
concurrencia,"coming together, participation",NOUN,concurrencia,True
consistencia,consistency,NOUN,consistencia,True
conspiración,conspiracy,NOUN,conspiración,True
contestación,answer,NOUN,contestación,True
convención,"convention, assembly",NOUN,convención,True
cooperación,cooperation,NOUN,cooperación,True
crema,cream,NOUN,crema,True
cuenca,"socket, basin, bowl",NOUN,cuenca,True
cueva,cave,NOUN,cueva,True
decena,ten (of something),NOUN,decena,True
decepción,"disappointment, disenchantment",NOUN,decepción,True
decoración,decoration,NOUN,decoración,True
delicadeza,"gentleness, tenderness",NOUN,delicadeza,True
denominación,"name, denomination",NOUN,denominación,True
descarga,"unloading, discharge",NOUN,descarga,True
desilusión,"disappointment, letdown",NOUN,desilusión,True
despedida,"goodbye, farewell",NOUN,despedida,True
destreza,skill,NOUN,destreza,True
detención,"detention, arrest",NOUN,detención,True
dicha,"fortune, happiness, luck",NOUN,dicha,True
diligencia,diligence,NOUN,diligencia,True
disculpa,"apology, excuse",NOUN,disculpa,True
distracción,"distraction, amusement",NOUN,distracción,True
diversidad,"diversity, variety",NOUN,diversidad,True
documentación,documentation,NOUN,documentación,True
edificación,"construction, building",NOUN,edificación,True
eficiencia,efficiency,NOUN,eficiencia,True
elevación,"rise, elevation, increase",NOUN,elevación,True
emisión,"broadcast, emission",NOUN,emisión,True
entrañas,"insides, bowels",NOUN,entraña,True
envergadura,"breadth, expanse",NOUN,envergadura,True
equivocación,"mistake, misconception",NOUN,equivocación,True
espuma,"foam, lather",NOUN,espuma,True
estampa,"print, engraving, illustration",NOUN,estampa,True
estética,aesthetics,NOUN,estética,True
euforia,"euphoria, elation",NOUN,euforia,True
exhibición,"exhibition, showing",NOUN,exhibición,True
expulsión,"expulsion, ejection",NOUN,expulsión,True
extinción,extinction,NOUN,extinción,True
fabricación,"manufacture, production",NOUN,fabricación,True
facción,"face feature, faction",NOUN,facción,True
factura,"invoice, bill",NOUN,factura,True
fiera,wild beast,NOUN,fiera,True
flecha,"arrow, dart",NOUN,flecha,True
frialdad,"coldness, indifference",NOUN,frialdad,True
gama,"range, musical scale",NOUN,gama,True
garra,"claw, fang",NOUN,garra,True
gratitud,gratitude,NOUN,gratitud,True
grieta,"crack, opening, slit",NOUN,grieta,True
hectárea,hectare,NOUN,hectárea,True
higiene,hygiene,NOUN,higiene,True
hormiga,ant,NOUN,hormiga,True
hostilidad,"hostility, enmity",NOUN,hostilidad,True
impotencia,impotence,NOUN,impotencia,True
incidencia,"incidence, impact",NOUN,incidencia,True
incursión,"invasion, incursion",NOUN,incursión,True
infección,infection,NOUN,infección,True
inicial,initial (letters) (nf),NOUN,inicial,True
inspección,inspection,NOUN,inspección,True
inundación,"flood, deluge",NOUN,inundación,True
inyección,"shot, injection",NOUN,inyección,True
jugada,"move, play",NOUN,jugada,True
latitud,latitude,NOUN,latitud,True
legislación,legislation,NOUN,legislación,True
